Accident_ID,Date,Time,State,City,Latitude,Longitude,Weather_Condition,Vehicle_Type,Severity,Fatalities,Injuries,Day_of_Week,Month,Source
MORTH23-13838,2023-12-22,14:54,Gujarat,Ahmedabad,23.00302,72.55045,Clear,Car/Jeep/Van,Low,0,2,Friday,December,MoRTH_Standardized_v2.1
MORTH23-13839,2023-10-02,13:07,Delhi/NCR,Delhi,28.64593,77.17488,Clear,Car/Jeep/Van,Low,0,0,Monday,October,MoRTH_Standardized_v2.1
MORTH23-13840,2023-10-04,12:00,Uttar Pradesh,Lucknow,26.84465,80.87702,Clear,Bus,Low,0,0,Wednesday,October,MoRTH_Standardized_v2.1
MORTH23-13841,2023-12-26,19:16,Tamil Nadu,Coimbatore,10.99672,76.94752,Clear,Car/Jeep/Van,Low,0,0,Tuesday,December,MoRTH_Standardized_v2.1
MORTH23-13842,2023-12-24,18:57,Uttar Pradesh,Lucknow,26.84384,80.94119,Clear,Car/Jeep/Van,Low,0,0,Sunday,December,MoRTH_Standardized_v2.1
MORTH23-13843,2023-02-12,20:55,Tamil Nadu,Madurai,9.96101,78.13009,Cloudy,Two-Wheeler,Medium,0,0,Sunday,February,MoRTH_Standardized_v2.1
MORTH23-13844,2023-05-23,20:21,Delhi/NCR,Delhi,28.5719,77.19785,Clear,Two-Wheeler,Medium,0,1,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-13845,2023-12-08,22:50,Maharashtra,Nagpur,21.14944,79.14025,Clear,Bus,Medium,0,1,Friday,December,MoRTH_Standardized_v2.1
MORTH23-13846,2023-05-03,14:09,Karnataka,Hubli,15.36173,75.09045,Rainy,Car/Jeep/Van,Medium,0,2,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-13847,2023-04-02,20:53,Uttar Pradesh,Agra,27.18033,78.00893,Clear,Two-Wheeler,High,1,2,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-13848,2023-01-05,13:16,Delhi/NCR,Guwahati,26.13932,91.7651,Clear,Two-Wheeler,Medium,0,1,Thursday,January,MoRTH_Standardized_v2.1
MORTH23-13849,2023-06-11,10:40,Rajasthan,Jaipur,26.90746,75.8063,Clear,Two-Wheeler,High,0,3,Sunday,June,MoRTH_Standardized_v2.1
MORTH23-13850,2023-12-29,11:16,Uttar Pradesh,Kanpur,26.46224,80.31067,Clear,Bus,Medium,0,0,Friday,December,MoRTH_Standardized_v2.1
MORTH23-13851,2023-05-23,13:57,Uttar Pradesh,Kanpur,26.46481,80.34749,Clear,Car/Jeep/Van,Medium,0,1,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-13852,2023-12-06,16:56,Delhi/NCR,Delhi,28.56021,77.25004,Clear,Two-Wheeler,High,1,3,Wednesday,December,MoRTH_Standardized_v2.1
MORTH23-13853,2023-02-17,08:24,Delhi/NCR,Guwahati,26.16058,91.74282,Clear,Bus,Medium,0,0,Friday,February,MoRTH_Standardized_v2.1
MORTH23-13854,2023-01-05,20:50,Tamil Nadu,Madurai,9.94305,78.09605,Cloudy,Car/Jeep/Van,Low,0,0,Thursday,January,MoRTH_Standardized_v2.1
MORTH23-13855,2023-04-16,22:35,Karnataka,Hubli,15.37381,75.13638,Clear,Bus,High,0,4,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-13856,2023-06-18,11:35,Kerala,Kozhikode,11.23647,75.81175,Clear,Two-Wheeler,Medium,0,0,Sunday,June,MoRTH_Standardized_v2.1
MORTH23-13857,2023-12-03,07:05,Maharashtra,Mumbai,19.07419,72.86698,Clear,Two-Wheeler,High,0,1,Sunday,December,MoRTH_Standardized_v2.1
MORTH23-13858,2023-11-22,21:21,Delhi/NCR,Delhi,28.61328,77.202,Cloudy,Others,Low,0,2,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-13859,2023-02-17,07:55,Tamil Nadu,Chennai,13.10186,80.29836,Clear,Auto-Rickshaw,Low,0,0,Friday,February,MoRTH_Standardized_v2.1
MORTH23-13860,2023-08-09,21:31,Madhya Pradesh,Gwalior,26.19847,78.20963,Clear,Two-Wheeler,Medium,0,1,Wednesday,August,MoRTH_Standardized_v2.1
MORTH23-13861,2023-07-15,14:29,Karnataka,Mysore,12.28508,76.63255,Foggy,Car/Jeep/Van,High,0,4,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-13862,2023-04-27,08:00,Kerala,Kochi,9.92964,76.32191,Clear,Bus,Low,0,2,Thursday,April,MoRTH_Standardized_v2.1
MORTH23-13863,2023-11-19,13:03,Karnataka,Mysore,12.29034,76.67151,Clear,Two-Wheeler,Medium,0,2,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-13864,2023-12-25,19:38,Karnataka,Hubli,15.38584,75.11339,Clear,Auto-Rickshaw,Low,0,2,Monday,December,MoRTH_Standardized_v2.1
MORTH23-13865,2023-12-11,23:14,Tamil Nadu,Coimbatore,11.0345,76.94708,Foggy,Car/Jeep/Van,Critical,2,5,Monday,December,MoRTH_Standardized_v2.1
MORTH23-13866,2023-03-27,15:07,Maharashtra,Mumbai,19.06909,72.87993,Clear,Auto-Rickshaw,Low,0,1,Monday,March,MoRTH_Standardized_v2.1
MORTH23-13867,2023-12-01,12:45,Uttar Pradesh,Agra,27.17061,78.03646,Rainy,Truck/Lorry,High,1,2,Friday,December,MoRTH_Standardized_v2.1
MORTH23-13868,2023-11-20,17:05,Maharashtra,Mumbai,19.06262,72.92032,Clear,Auto-Rickshaw,Low,0,2,Monday,November,MoRTH_Standardized_v2.1
MORTH23-13869,2023-07-06,15:02,Madhya Pradesh,Bhopal,23.2707,77.4078,Clear,Two-Wheeler,Medium,0,0,Thursday,July,MoRTH_Standardized_v2.1
MORTH23-13870,2023-12-19,08:17,Karnataka,Hubli,15.37755,75.12961,Clear,Two-Wheeler,Medium,0,2,Tuesday,December,MoRTH_Standardized_v2.1
MORTH23-13871,2023-11-24,12:19,Madhya Pradesh,Indore,22.76706,75.81358,Rainy,Auto-Rickshaw,High,0,3,Friday,November,MoRTH_Standardized_v2.1
MORTH23-13872,2023-01-20,00:42,Madhya Pradesh,Gwalior,26.25518,78.19424,Clear,Others,Medium,0,1,Friday,January,MoRTH_Standardized_v2.1
MORTH23-13873,2023-03-06,18:10,Karnataka,Bangalore,12.97041,77.57585,Clear,Bus,Low,0,0,Monday,March,MoRTH_Standardized_v2.1
MORTH23-13874,2023-03-24,21:09,Rajasthan,Jodhpur,26.22,73.05176,Clear,Two-Wheeler,Medium,0,0,Friday,March,MoRTH_Standardized_v2.1
MORTH23-13875,2023-12-19,14:04,Telangana,Warangal,18.0054,79.64175,Rainy,Two-Wheeler,Critical,3,6,Tuesday,December,MoRTH_Standardized_v2.1
MORTH23-13876,2023-09-14,07:21,Kerala,Kozhikode,11.22053,75.75064,Clear,Others,Low,0,1,Thursday,September,MoRTH_Standardized_v2.1
MORTH23-13877,2023-09-08,13:06,Karnataka,Bangalore,12.97218,77.58367,Clear,Two-Wheeler,Medium,0,2,Friday,September,MoRTH_Standardized_v2.1
MORTH23-13878,2023-11-10,19:17,Karnataka,Bangalore,13.00742,77.58937,Clear,Auto-Rickshaw,Low,0,0,Friday,November,MoRTH_Standardized_v2.1
MORTH23-13879,2023-06-19,04:14,Delhi/NCR,Delhi,28.63504,77.19853,Clear,Bus,Low,0,2,Monday,June,MoRTH_Standardized_v2.1
MORTH23-13880,2023-10-29,19:38,Tamil Nadu,Chennai,13.02968,80.24959,Clear,Car/Jeep/Van,Low,0,1,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-13881,2023-02-21,17:38,Madhya Pradesh,Indore,22.75791,75.82849,Clear,Two-Wheeler,Medium,0,1,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-13882,2023-02-12,15:13,Rajasthan,Jodhpur,26.2487,73.05142,Rainy,Two-Wheeler,Critical,2,5,Sunday,February,MoRTH_Standardized_v2.1
MORTH23-13883,2023-09-06,19:54,Delhi/NCR,Guwahati,26.11086,91.71052,Clear,Car/Jeep/Van,Medium,0,1,Wednesday,September,MoRTH_Standardized_v2.1
MORTH23-13884,2023-09-18,03:30,Uttar Pradesh,Agra,27.21722,78.02051,Clear,Two-Wheeler,High,0,1,Monday,September,MoRTH_Standardized_v2.1
MORTH23-13885,2023-12-11,14:35,Maharashtra,Nagpur,21.12773,79.07588,Foggy,Two-Wheeler,Critical,2,6,Monday,December,MoRTH_Standardized_v2.1
MORTH23-13886,2023-02-13,22:50,Delhi/NCR,Guwahati,26.10161,91.72394,Clear,Two-Wheeler,Critical,3,5,Monday,February,MoRTH_Standardized_v2.1
MORTH23-13887,2023-06-24,00:41,Delhi/NCR,Guwahati,26.12761,91.69643,Clear,Two-Wheeler,Critical,1,6,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-13888,2023-08-19,17:32,Tamil Nadu,Chennai,13.08305,80.27378,Cloudy,Others,Low,0,0,Saturday,August,MoRTH_Standardized_v2.1
MORTH23-13889,2023-04-06,11:10,Tamil Nadu,Chennai,13.07009,80.23075,Clear,Bus,Medium,0,0,Thursday,April,MoRTH_Standardized_v2.1
MORTH23-13890,2023-05-08,06:08,Delhi/NCR,Kolkata,22.54411,88.34265,Clear,Truck/Lorry,High,1,1,Monday,May,MoRTH_Standardized_v2.1
MORTH23-13891,2023-10-13,19:09,Maharashtra,Pune,18.49026,73.872,Clear,Two-Wheeler,Medium,0,2,Friday,October,MoRTH_Standardized_v2.1
MORTH23-13892,2023-03-31,01:06,Maharashtra,Nagpur,21.1011,79.10325,Rainy,Car/Jeep/Van,Critical,1,5,Friday,March,MoRTH_Standardized_v2.1
MORTH23-13893,2023-02-08,14:56,Gujarat,Ahmedabad,22.9945,72.52829,Clear,Car/Jeep/Van,Low,0,1,Wednesday,February,MoRTH_Standardized_v2.1
MORTH23-13894,2023-07-29,14:52,Delhi/NCR,Delhi,28.60224,77.19491,Clear,Bus,Low,0,2,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-13895,2023-09-20,14:13,Tamil Nadu,Chennai,13.06308,80.25767,Clear,Auto-Rickshaw,Low,0,1,Wednesday,September,MoRTH_Standardized_v2.1
MORTH23-13896,2023-03-04,22:31,Delhi/NCR,Delhi,28.60161,77.14207,Clear,Two-Wheeler,Critical,2,4,Saturday,March,MoRTH_Standardized_v2.1
MORTH23-13897,2023-05-24,14:55,Andhra Pradesh,Vijayawada,16.52174,80.68915,Foggy,Two-Wheeler,Critical,1,2,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-13898,2023-06-07,17:18,Karnataka,Bangalore,12.95408,77.57271,Clear,Others,Low,0,0,Wednesday,June,MoRTH_Standardized_v2.1
MORTH23-13899,2023-11-06,14:37,Madhya Pradesh,Indore,22.76567,75.84768,Clear,Bus,Low,0,1,Monday,November,MoRTH_Standardized_v2.1
MORTH23-13900,2023-10-09,13:37,Madhya Pradesh,Indore,22.67249,75.86663,Clear,Two-Wheeler,High,0,2,Monday,October,MoRTH_Standardized_v2.1
MORTH23-13901,2023-05-23,13:36,Delhi/NCR,Guwahati,26.11362,91.75893,Clear,Others,Low,0,2,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-13902,2023-08-18,12:18,Kerala,Thiruvananthapuram,8.49245,76.95468,Rainy,Two-Wheeler,Critical,3,3,Friday,August,MoRTH_Standardized_v2.1
MORTH23-13903,2023-06-03,16:19,Madhya Pradesh,Indore,22.69073,75.85137,Clear,Two-Wheeler,Medium,0,0,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-13904,2023-12-04,21:56,Delhi/NCR,Kolkata,22.55126,88.39303,Clear,Two-Wheeler,Medium,0,2,Monday,December,MoRTH_Standardized_v2.1
MORTH23-13905,2023-05-29,19:10,Kerala,Kozhikode,11.22994,75.7631,Clear,Car/Jeep/Van,Low,0,2,Monday,May,MoRTH_Standardized_v2.1
MORTH23-13906,2023-09-16,17:13,Delhi/NCR,Delhi,28.6137,77.19292,Clear,Two-Wheeler,Medium,0,1,Saturday,September,MoRTH_Standardized_v2.1
MORTH23-13907,2023-11-11,13:04,Tamil Nadu,Coimbatore,10.9751,76.92718,Clear,Two-Wheeler,Medium,0,1,Saturday,November,MoRTH_Standardized_v2.1
MORTH23-13908,2023-04-03,14:46,Tamil Nadu,Chennai,13.09961,80.31245,Clear,Others,Low,0,1,Monday,April,MoRTH_Standardized_v2.1
MORTH23-13909,2023-04-29,09:39,Karnataka,Hubli,15.36742,75.1104,Clear,Two-Wheeler,High,0,4,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-13910,2023-05-18,20:41,Kerala,Kozhikode,11.22341,75.75116,Clear,Car/Jeep/Van,Low,0,2,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-13911,2023-03-14,08:05,Karnataka,Mysore,12.31172,76.66672,Clear,Bus,Low,0,1,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-13912,2023-09-07,03:34,Kerala,Thiruvananthapuram,8.51459,76.9316,Clear,Car/Jeep/Van,Medium,0,2,Thursday,September,MoRTH_Standardized_v2.1
MORTH23-13913,2023-09-27,04:32,Tamil Nadu,Chennai,13.05184,80.26473,Clear,Car/Jeep/Van,Low,0,2,Wednesday,September,MoRTH_Standardized_v2.1
MORTH23-13914,2023-02-14,09:09,Madhya Pradesh,Indore,22.67281,75.83524,Clear,Bus,Low,0,2,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-13915,2023-06-11,08:35,Maharashtra,Pune,18.50914,73.86852,Rainy,Two-Wheeler,Critical,2,4,Sunday,June,MoRTH_Standardized_v2.1
MORTH23-13916,2023-07-28,06:54,Uttar Pradesh,Kanpur,26.46323,80.30614,Clear,Two-Wheeler,High,1,2,Friday,July,MoRTH_Standardized_v2.1
MORTH23-13917,2023-10-02,01:04,Delhi/NCR,Delhi,28.56783,77.16601,Rainy,Two-Wheeler,Critical,1,2,Monday,October,MoRTH_Standardized_v2.1
MORTH23-13918,2023-04-14,04:05,Tamil Nadu,Coimbatore,11.03817,76.94068,Clear,Two-Wheeler,Critical,2,6,Friday,April,MoRTH_Standardized_v2.1
MORTH23-13919,2023-12-31,15:06,Kerala,Kochi,9.94148,76.29881,Clear,Others,Medium,0,0,Sunday,December,MoRTH_Standardized_v2.1
MORTH23-13920,2023-05-14,11:42,Karnataka,Hubli,15.42317,75.18134,Clear,Car/Jeep/Van,Low,0,1,Sunday,May,MoRTH_Standardized_v2.1
MORTH23-13921,2023-05-11,17:20,Uttar Pradesh,Kanpur,26.51225,80.32774,Clear,Bus,Low,0,2,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-13922,2023-09-15,10:46,Uttar Pradesh,Lucknow,26.79946,80.99149,Foggy,Truck/Lorry,High,0,1,Friday,September,MoRTH_Standardized_v2.1
MORTH23-13923,2023-02-01,18:31,Delhi/NCR,Kolkata,22.55565,88.396,Clear,Two-Wheeler,High,1,4,Wednesday,February,MoRTH_Standardized_v2.1
MORTH23-13924,2023-11-07,03:27,Delhi/NCR,Guwahati,26.1492,91.71964,Clear,Truck/Lorry,Medium,0,1,Tuesday,November,MoRTH_Standardized_v2.1
MORTH23-13925,2023-08-23,15:51,Delhi/NCR,Kolkata,22.59244,88.3613,Clear,Others,Low,0,0,Wednesday,August,MoRTH_Standardized_v2.1
MORTH23-13926,2023-06-27,17:22,Delhi/NCR,Kolkata,22.57294,88.35135,Clear,Two-Wheeler,High,1,1,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-13927,2023-07-23,14:04,Kerala,Kozhikode,11.25613,75.76415,Clear,Others,Low,0,1,Sunday,July,MoRTH_Standardized_v2.1
MORTH23-13928,2023-08-10,22:03,Rajasthan,Jaipur,26.90318,75.78471,Clear,Auto-Rickshaw,Medium,0,0,Thursday,August,MoRTH_Standardized_v2.1
MORTH23-13929,2023-01-10,18:08,Uttar Pradesh,Lucknow,26.8307,80.8995,Cloudy,Auto-Rickshaw,Low,0,2,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-13930,2023-06-13,06:12,Karnataka,Mysore,12.29655,76.60794,Cloudy,Car/Jeep/Van,Medium,0,2,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-13931,2023-03-28,21:56,Delhi/NCR,Kolkata,22.60765,88.34053,Rainy,Two-Wheeler,Critical,2,4,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-13932,2023-03-05,21:07,Tamil Nadu,Madurai,9.89402,78.07429,Foggy,Auto-Rickshaw,High,0,3,Sunday,March,MoRTH_Standardized_v2.1
MORTH23-13933,2023-06-15,15:13,Rajasthan,Jaipur,26.9292,75.84425,Clear,Bus,Low,0,0,Thursday,June,MoRTH_Standardized_v2.1
MORTH23-13934,2023-06-19,20:26,Delhi/NCR,Guwahati,26.14533,91.69551,Clear,Two-Wheeler,High,0,3,Monday,June,MoRTH_Standardized_v2.1
MORTH23-13935,2023-04-17,13:49,Delhi/NCR,Kolkata,22.51824,88.33436,Clear,Bus,Medium,0,2,Monday,April,MoRTH_Standardized_v2.1
MORTH23-13936,2023-01-28,11:33,Karnataka,Bangalore,12.98346,77.61202,Cloudy,Truck/Lorry,Low,0,2,Saturday,January,MoRTH_Standardized_v2.1
MORTH23-13937,2023-05-27,17:08,Delhi/NCR,Kolkata,22.62344,88.35001,Clear,Two-Wheeler,High,0,3,Saturday,May,MoRTH_Standardized_v2.1
MORTH23-13938,2023-12-25,12:45,Tamil Nadu,Chennai,13.09279,80.31802,Clear,Car/Jeep/Van,Low,0,1,Monday,December,MoRTH_Standardized_v2.1
MORTH23-13939,2023-05-25,21:25,Karnataka,Mysore,12.33606,76.64759,Clear,Two-Wheeler,High,1,1,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-13940,2023-11-25,15:46,Delhi/NCR,Delhi,28.64171,77.22846,Clear,Two-Wheeler,High,0,2,Saturday,November,MoRTH_Standardized_v2.1
MORTH23-13941,2023-01-31,05:07,Telangana,Hyderabad,17.38148,78.48519,Rainy,Others,Medium,0,0,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-13942,2023-03-02,21:38,Tamil Nadu,Madurai,9.914,78.17648,Cloudy,Others,Low,0,0,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-13943,2023-04-02,08:30,Delhi/NCR,Kolkata,22.63766,88.34416,Clear,Car/Jeep/Van,Low,0,1,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-13944,2023-04-13,19:10,Telangana,Hyderabad,17.42939,78.50216,Clear,Car/Jeep/Van,Low,0,0,Thursday,April,MoRTH_Standardized_v2.1
MORTH23-13945,2023-06-01,03:31,Tamil Nadu,Madurai,9.93164,78.14937,Foggy,Bus,High,0,2,Thursday,June,MoRTH_Standardized_v2.1
MORTH23-13946,2023-03-30,20:13,Andhra Pradesh,Visakhapatnam,17.6297,83.22683,Clear,Car/Jeep/Van,Low,0,0,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-13947,2023-02-21,09:43,Uttar Pradesh,Kanpur,26.4129,80.33542,Clear,Truck/Lorry,Low,0,0,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-13948,2023-09-22,21:45,Kerala,Thiruvananthapuram,8.55276,76.91241,Clear,Others,Low,0,0,Friday,September,MoRTH_Standardized_v2.1
MORTH23-13949,2023-02-27,12:35,Madhya Pradesh,Gwalior,26.21486,78.23375,Clear,Others,Medium,0,0,Monday,February,MoRTH_Standardized_v2.1
MORTH23-13950,2023-07-09,19:17,Maharashtra,Mumbai,19.06148,72.8759,Clear,Two-Wheeler,High,0,3,Sunday,July,MoRTH_Standardized_v2.1
MORTH23-13951,2023-04-29,09:12,Andhra Pradesh,Visakhapatnam,17.63179,83.1886,Clear,Bus,Low,0,0,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-13952,2023-12-27,07:50,Uttar Pradesh,Agra,27.16942,77.99649,Clear,Two-Wheeler,High,0,2,Wednesday,December,MoRTH_Standardized_v2.1
MORTH23-13953,2023-05-08,10:27,Madhya Pradesh,Indore,22.72168,75.85526,Rainy,Others,Medium,0,2,Monday,May,MoRTH_Standardized_v2.1
MORTH23-13954,2023-04-19,11:22,Andhra Pradesh,Vijayawada,16.49591,80.65226,Clear,Truck/Lorry,High,0,2,Wednesday,April,MoRTH_Standardized_v2.1
MORTH23-13955,2023-10-29,13:27,Karnataka,Mysore,12.26232,76.60303,Foggy,Two-Wheeler,High,0,3,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-13956,2023-10-16,19:22,Delhi/NCR,Delhi,28.62498,77.2411,Clear,Car/Jeep/Van,Low,0,1,Monday,October,MoRTH_Standardized_v2.1
MORTH23-13957,2023-03-24,19:25,Gujarat,Surat,21.19063,72.85182,Clear,Two-Wheeler,High,0,4,Friday,March,MoRTH_Standardized_v2.1
MORTH23-13958,2023-12-09,08:59,Telangana,Warangal,17.98962,79.58483,Clear,Truck/Lorry,Medium,0,2,Saturday,December,MoRTH_Standardized_v2.1
MORTH23-13959,2023-09-17,17:17,Delhi/NCR,Kolkata,22.53502,88.34455,Clear,Car/Jeep/Van,Medium,0,1,Sunday,September,MoRTH_Standardized_v2.1
MORTH23-13960,2023-10-14,20:28,Karnataka,Mysore,12.31986,76.63426,Clear,Auto-Rickshaw,Low,0,1,Saturday,October,MoRTH_Standardized_v2.1
MORTH23-13961,2023-04-18,07:33,Tamil Nadu,Chennai,13.09817,80.22391,Clear,Others,Low,0,2,Tuesday,April,MoRTH_Standardized_v2.1
MORTH23-13962,2023-10-26,16:30,Karnataka,Bangalore,12.98169,77.57734,Clear,Truck/Lorry,High,0,1,Thursday,October,MoRTH_Standardized_v2.1
MORTH23-13963,2023-07-02,15:37,Telangana,Hyderabad,17.31688,78.51069,Clear,Truck/Lorry,High,0,3,Sunday,July,MoRTH_Standardized_v2.1
MORTH23-13964,2023-10-03,16:42,Delhi/NCR,Guwahati,26.14807,91.73461,Foggy,Bus,High,0,1,Tuesday,October,MoRTH_Standardized_v2.1
MORTH23-13965,2023-01-15,09:30,Kerala,Kochi,9.89405,76.25374,Clear,Two-Wheeler,High,0,2,Sunday,January,MoRTH_Standardized_v2.1
MORTH23-13966,2023-12-28,13:51,Karnataka,Mysore,12.29718,76.64558,Clear,Truck/Lorry,High,0,4,Thursday,December,MoRTH_Standardized_v2.1
MORTH23-13967,2023-10-23,10:31,Maharashtra,Mumbai,19.10868,72.88001,Foggy,Bus,Medium,0,2,Monday,October,MoRTH_Standardized_v2.1
MORTH23-13968,2023-07-02,01:53,Madhya Pradesh,Indore,22.65601,75.89741,Rainy,Truck/Lorry,Critical,2,4,Sunday,July,MoRTH_Standardized_v2.1
MORTH23-13969,2023-06-13,08:37,Maharashtra,Nagpur,21.16917,79.05188,Cloudy,Two-Wheeler,Medium,0,1,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-13970,2023-05-29,19:45,Rajasthan,Jodhpur,26.25487,73.04209,Clear,Truck/Lorry,High,0,4,Monday,May,MoRTH_Standardized_v2.1
MORTH23-13971,2023-12-15,10:32,Gujarat,Ahmedabad,23.02269,72.57532,Clear,Bus,Low,0,1,Friday,December,MoRTH_Standardized_v2.1
MORTH23-13972,2023-05-02,18:58,Delhi/NCR,Delhi,28.60197,77.17356,Clear,Two-Wheeler,Medium,0,0,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-13973,2023-05-15,16:39,Delhi/NCR,Kolkata,22.63277,88.3474,Clear,Two-Wheeler,Medium,0,1,Monday,May,MoRTH_Standardized_v2.1
MORTH23-13974,2023-05-24,18:54,Delhi/NCR,Kolkata,22.5597,88.37722,Rainy,Others,Medium,0,0,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-13975,2023-01-03,17:55,Delhi/NCR,Delhi,28.63757,77.20917,Clear,Car/Jeep/Van,Low,0,2,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-13976,2023-12-03,20:38,Delhi/NCR,Guwahati,26.10556,91.73316,Clear,Truck/Lorry,Low,0,1,Sunday,December,MoRTH_Standardized_v2.1
MORTH23-13977,2023-08-21,21:28,Maharashtra,Mumbai,19.05301,72.88532,Clear,Auto-Rickshaw,Low,0,0,Monday,August,MoRTH_Standardized_v2.1
MORTH23-13978,2023-09-13,08:22,Delhi/NCR,Delhi,28.63476,77.21946,Rainy,Two-Wheeler,High,0,4,Wednesday,September,MoRTH_Standardized_v2.1
MORTH23-13979,2023-10-23,11:13,Tamil Nadu,Chennai,13.09531,80.28691,Clear,Two-Wheeler,High,1,2,Monday,October,MoRTH_Standardized_v2.1
MORTH23-13980,2023-11-18,14:02,Delhi/NCR,Delhi,28.6524,77.19913,Clear,Two-Wheeler,Medium,0,0,Saturday,November,MoRTH_Standardized_v2.1
MORTH23-13981,2023-01-25,00:28,Uttar Pradesh,Kanpur,26.39917,80.37667,Rainy,Two-Wheeler,Critical,3,4,Wednesday,January,MoRTH_Standardized_v2.1
MORTH23-13982,2023-02-26,11:22,Delhi/NCR,Delhi,28.59502,77.24952,Clear,Two-Wheeler,High,0,1,Sunday,February,MoRTH_Standardized_v2.1
MORTH23-13983,2023-12-12,00:26,Madhya Pradesh,Bhopal,23.25977,77.40026,Clear,Bus,Medium,0,2,Tuesday,December,MoRTH_Standardized_v2.1
MORTH23-13984,2023-12-27,12:24,Delhi/NCR,Guwahati,26.17178,91.74607,Foggy,Two-Wheeler,Critical,1,6,Wednesday,December,MoRTH_Standardized_v2.1
MORTH23-13985,2023-06-28,12:55,Delhi/NCR,Kolkata,22.59557,88.37589,Cloudy,Two-Wheeler,Medium,0,1,Wednesday,June,MoRTH_Standardized_v2.1
MORTH23-13986,2023-10-08,15:43,Tamil Nadu,Chennai,13.05321,80.30381,Foggy,Auto-Rickshaw,High,0,4,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-13987,2023-12-07,13:52,Madhya Pradesh,Indore,22.68435,75.8725,Clear,Car/Jeep/Van,Low,0,1,Thursday,December,MoRTH_Standardized_v2.1
MORTH23-13988,2023-02-20,09:34,Tamil Nadu,Coimbatore,11.01073,76.93919,Clear,Car/Jeep/Van,Low,0,1,Monday,February,MoRTH_Standardized_v2.1
MORTH23-13989,2023-11-01,05:42,Telangana,Warangal,17.94184,79.6236,Rainy,Others,Medium,0,0,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-13990,2023-08-30,08:05,Rajasthan,Jodhpur,26.27802,73.00657,Clear,Two-Wheeler,High,0,3,Wednesday,August,MoRTH_Standardized_v2.1
MORTH23-13991,2023-10-03,10:58,Andhra Pradesh,Vijayawada,16.4632,80.68026,Clear,Truck/Lorry,High,0,2,Tuesday,October,MoRTH_Standardized_v2.1
MORTH23-13992,2023-12-29,09:33,Madhya Pradesh,Bhopal,23.23855,77.48422,Clear,Two-Wheeler,Medium,0,0,Friday,December,MoRTH_Standardized_v2.1
MORTH23-13993,2023-12-11,20:25,Delhi/NCR,Delhi,28.60354,77.18435,Rainy,Two-Wheeler,Critical,2,5,Monday,December,MoRTH_Standardized_v2.1
MORTH23-13994,2023-01-10,19:28,Delhi/NCR,Guwahati,26.18303,91.72517,Clear,Truck/Lorry,Medium,0,2,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-13995,2023-09-05,07:34,Delhi/NCR,Kolkata,22.55396,88.35921,Clear,Others,Low,0,0,Tuesday,September,MoRTH_Standardized_v2.1
MORTH23-13996,2023-10-15,18:33,Delhi/NCR,Kolkata,22.61664,88.30969,Rainy,Two-Wheeler,High,0,1,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-13997,2023-06-09,13:19,Tamil Nadu,Coimbatore,10.99802,76.95432,Clear,Two-Wheeler,Medium,0,2,Friday,June,MoRTH_Standardized_v2.1
MORTH23-13998,2023-07-10,18:23,Andhra Pradesh,Visakhapatnam,17.67711,83.26319,Rainy,Others,High,1,1,Monday,July,MoRTH_Standardized_v2.1
