Date,Time,Location,Latitude,Longitude,Vehicle_Type,Weather,Road_Type,Severity,Day_of_Week,Month,Hour,Is_Fatal
2024-08-25,18:15,Periyanaickenpalayam,10.917000211722618,76.89338698702325,Car/SUV,Rain,State Highway,Fatal,Sunday,August,18,1
2024-12-07,19:28,Trichy Road,11.009730410744421,77.05303628109407,Auto-Rickshaw,Clear,State Highway,Serious,Saturday,December,19,0
2024-09-28,09:48,Cross Cut Road,11.082674356956378,77.04730942853382,Truck,Rain,State Highway,Serious,Saturday,September,9,0
2024-10-13,18:08,Brookefields,10.9746498909668,77.01832380955544,Two-Wheeler,Clear,State Highway,Minor,Sunday,October,18,0
2024-10-31,16:14,Karamadai,11.111216360806498,76.85912606082228,Bus,Clear,State Highway,Serious,Thursday,October,16,0
2024-06-11,20:36,Gandhipuram,10.916908586341403,76.92784112242674,Car/SUV,Clear,State Highway,Fatal,Tuesday,June,20,1
2024-08-14,11:49,Singanallur,11.103501363208608,76.86495085668801,Car/SUV,Clear,State Highway,Minor,Wednesday,August,11,0
2024-11-09,19:15,Cross Cut Road,11.013237251975093,77.01731156237098,Two-Wheeler,Clear,State Highway,Fatal,Saturday,November,19,1
2024-09-15,09:42,Sathy Road,11.036373550300134,76.9209050398915,Two-Wheeler,Clear,State Highway,Minor,Sunday,September,9,0
2024-08-06,16:19,Karanampettai,11.084697544324394,76.9446612318539,Two-Wheeler,Clear,State Highway,Minor,Tuesday,August,16,0
2024-10-07,11:37,Peelamedu,10.992830702887836,76.97715260326346,Car/SUV,Clear,National Highway,Serious,Monday,October,11,0
2024-08-16,21:40,Mettupalayam Road,10.987083584061919,76.93583303816796,Two-Wheeler,Rain,State Highway,Serious,Friday,August,21,0
2024-03-22,20:31,Peelamedu,11.043241388149193,76.97831846908623,Auto-Rickshaw,Clear,State Highway,Minor,Friday,March,20,0
2024-08-31,02:41,Thudiyalur,11.033831833292073,76.87207384625127,Car/SUV,Cloudy,National Highway,Serious,Saturday,August,2,0
2024-08-18,20:20,Periyanaickenpalayam,11.018865684320497,76.94138325609428,Two-Wheeler,Clear,State Highway,Serious,Sunday,August,20,0
2024-05-12,19:09,Avinashi Road,10.925896946062768,77.04209669389348,Two-Wheeler,Clear,City Roads,Minor,Sunday,May,19,0
2024-05-06,09:48,Gandhipuram,11.06463658911897,77.04196890084165,Auto-Rickshaw,Clear,National Highway,Minor,Monday,May,9,0
2024-11-22,15:54,Periyanaickenpalayam,11.029416315588259,77.053174292699,Truck,Fog,National Highway,Serious,Friday,November,15,0
2024-05-21,11:09,Gandhipuram,10.976927669706516,77.02722000004574,Truck,Clear,State Highway,Serious,Tuesday,May,11,0
2024-09-23,18:35,Gandhipuram,10.99586098022823,77.03684055240818,Two-Wheeler,Clear,City Roads,Fatal,Monday,September,18,1
2024-09-05,13:35,Trichy Road,10.941395392987875,77.00265554859766,Two-Wheeler,Clear,State Highway,Minor,Thursday,September,13,0
2024-11-16,16:15,Trichy Road,10.944730053658894,76.9145725946414,Two-Wheeler,Clear,State Highway,Fatal,Saturday,November,16,1
2024-05-02,10:41,Sathy Road,11.028095816300542,76.89481539103976,Car/SUV,Clear,State Highway,Fatal,Thursday,May,10,1
2024-05-20,03:54,Gandhipuram,10.972691659674464,76.8844322889773,Pedestrian,Clear,National Highway,Serious,Monday,May,3,0
2024-08-13,11:46,Peelamedu,11.00319248640962,76.95981088576947,Auto-Rickshaw,Cloudy,State Highway,Minor,Tuesday,August,11,0
2024-02-09,18:17,Singanallur,11.038889061893254,76.97017852499613,Car/SUV,Clear,National Highway,Minor,Friday,February,18,0
2024-12-31,14:38,Mettupalayam Road,11.108283434739793,77.02716052208642,Truck,Clear,State Highway,Fatal,Tuesday,December,14,1
2024-05-26,00:12,Trichy Road,10.980460788363116,76.95672732315025,Two-Wheeler,Rain,National Highway,Serious,Sunday,May,0,0
2024-04-30,20:46,Mettupalayam Road,11.05322019919367,76.88137227089692,Two-Wheeler,Clear,State Highway,Serious,Tuesday,April,20,0
2024-05-19,18:30,Peelamedu,10.98532705126281,77.01516415208442,Two-Wheeler,Fog,State Highway,Fatal,Sunday,May,18,1
2024-06-20,10:19,Gandhipuram,10.969072106676757,76.91606966099792,Truck,Rain,State Highway,Minor,Thursday,June,10,0
2024-06-12,21:13,Pollachi Road,11.067338800221314,76.99041243211673,Truck,Clear,City Roads,Minor,Wednesday,June,21,0
2024-10-03,23:07,Gandhipuram,11.007343616224844,76.9655493320513,Two-Wheeler,Clear,State Highway,Serious,Thursday,October,23,0
2024-02-11,19:58,Thudiyalur,10.965985656997974,77.03075715538681,Auto-Rickshaw,Clear,State Highway,Minor,Sunday,February,19,0
2024-03-11,11:45,Cross Cut Road,11.113404389431533,76.88941057027638,Car/SUV,Clear,State Highway,Minor,Monday,March,11,0
2024-03-18,06:35,Karamadai,10.985125960949993,76.94505734006621,Car/SUV,Rain,State Highway,Minor,Monday,March,6,0
2024-04-28,10:24,Gandhipuram,11.008759868310381,76.87893572836245,Two-Wheeler,Clear,State Highway,Minor,Sunday,April,10,0
2024-07-15,14:22,Singanallur,11.03670273345777,76.98832842208843,Two-Wheeler,Clear,State Highway,Fatal,Monday,July,14,1
2024-12-21,10:32,Singanallur,10.919974923232225,76.9039803227117,Bus,Clear,State Highway,Fatal,Saturday,December,10,1
2024-03-19,22:06,Cross Cut Road,11.055169012078235,76.8981281642354,Two-Wheeler,Clear,State Highway,Fatal,Tuesday,March,22,1
2024-12-27,20:30,Periyanaickenpalayam,11.046088658383873,77.00645050414832,Pedestrian,Clear,State Highway,Serious,Friday,December,20,0
2024-04-19,19:58,Singanallur,10.917209502698164,76.98774902047501,Car/SUV,Clear,National Highway,Fatal,Friday,April,19,1
2024-02-02,07:26,Avinashi Road,11.012105790013491,76.87368636312704,Two-Wheeler,Clear,State Highway,Fatal,Friday,February,7,1
2024-07-31,01:47,Trichy Road,11.097088998796908,76.94277868137561,Two-Wheeler,Clear,State Highway,Fatal,Wednesday,July,1,1
2024-07-27,07:35,Peelamedu,11.051341280826234,76.99895303121392,Two-Wheeler,Clear,State Highway,Serious,Saturday,July,7,0
2024-06-18,23:46,Sathy Road,10.99943260655968,76.88784705555588,Two-Wheeler,Clear,National Highway,Fatal,Tuesday,June,23,1
2024-10-04,12:12,Peelamedu,11.095853635442987,77.04159347182288,Car/SUV,Cloudy,State Highway,Serious,Friday,October,12,0
2024-08-26,10:36,Singanallur,11.057459935010934,77.0363297037713,Truck,Rain,State Highway,Serious,Monday,August,10,0
2024-07-31,19:35,Thudiyalur,11.069293048299537,77.00906176476532,Bus,Clear,National Highway,Serious,Wednesday,July,19,0
2024-02-01,17:21,Thudiyalur,11.024426290740294,76.89987520699378,Two-Wheeler,Clear,State Highway,Serious,Thursday,February,17,0
2024-04-15,10:46,Brookefields,11.074261046988845,76.90732570853521,Two-Wheeler,Clear,Village Roads,Fatal,Monday,April,10,1
2024-08-03,16:29,Periyanaickenpalayam,11.046619455223183,76.95106046358272,Car/SUV,Clear,State Highway,Serious,Saturday,August,16,0
2024-07-18,07:10,Gandhipuram,10.93230462326206,77.03530217674762,Truck,Rain,National Highway,Minor,Thursday,July,7,0
2024-10-26,08:31,Peelamedu,10.922989504105706,76.88041962203008,Bus,Clear,City Roads,Serious,Saturday,October,8,0
2024-12-22,08:41,Karamadai,11.083216772925939,76.88295128648689,Two-Wheeler,Clear,Village Roads,Serious,Sunday,December,8,0
2024-01-11,23:02,Brookefields,11.051122615631188,76.96270866058103,Car/SUV,Clear,State Highway,Fatal,Thursday,January,23,1
2024-10-21,18:52,Periyanaickenpalayam,11.051249182634674,77.00088288128966,Car/SUV,Rain,State Highway,Serious,Monday,October,18,0
2024-07-13,18:26,Gandhipuram,10.98739894647008,76.87388835088542,Two-Wheeler,Fog,State Highway,Serious,Saturday,July,18,0
2024-09-01,08:14,Gandhipuram,11.07935624946412,76.99415690965175,Two-Wheeler,Clear,State Highway,Fatal,Sunday,September,8,1
2024-01-04,01:00,Peelamedu,11.082293367018268,77.03018812140198,Two-Wheeler,Cloudy,Village Roads,Minor,Thursday,January,1,0
2024-06-29,10:23,Sathy Road,10.988393148092554,77.04215599102969,Pedestrian,Clear,State Highway,Minor,Saturday,June,10,0
2024-06-01,05:42,Peelamedu,10.952237327383676,77.00906747733927,Car/SUV,Clear,State Highway,Serious,Saturday,June,5,0
2024-07-18,22:42,Pollachi Road,11.0703931688724,76.97593588408331,Auto-Rickshaw,Clear,State Highway,Minor,Thursday,July,22,0
2024-08-02,12:34,Brookefields,11.056206026875667,76.98459730812195,Two-Wheeler,Fog,State Highway,Serious,Friday,August,12,0
2024-10-02,15:01,Trichy Road,10.918486275191253,76.93120206448758,Truck,Clear,State Highway,Serious,Wednesday,October,15,0
2024-10-06,16:34,Karanampettai,11.009338506344676,76.99928854682291,Auto-Rickshaw,Clear,State Highway,Minor,Sunday,October,16,0
2024-11-04,21:32,Sathy Road,11.104049569882438,77.00300049757514,Two-Wheeler,Clear,State Highway,Minor,Monday,November,21,0
2024-04-22,20:27,Karamadai,11.005715531351214,76.93213010097432,Two-Wheeler,Clear,State Highway,Serious,Monday,April,20,0
2024-09-06,18:06,Periyanaickenpalayam,10.961104152940429,76.98422044053238,Truck,Clear,National Highway,Fatal,Friday,September,18,1
2024-04-22,23:09,Race Course Road,10.920756333932907,76.96817998897768,Auto-Rickshaw,Clear,Village Roads,Serious,Monday,April,23,0
2024-05-19,11:33,Brookefields,10.973026896763674,77.02702820233846,Bus,Fog,State Highway,Minor,Sunday,May,11,0
2024-08-11,10:17,Peelamedu,11.101079737933274,77.01748949638808,Bus,Rain,State Highway,Serious,Sunday,August,10,0
2024-09-05,18:23,Karanampettai,10.988364203786123,76.90051016713842,Car/SUV,Cloudy,State Highway,Minor,Thursday,September,18,0
2024-01-15,22:36,Brookefields,10.934793303859653,76.87893799305405,Truck,Rain,State Highway,Minor,Monday,January,22,0
2024-07-18,11:14,Karamadai,11.039488541747982,76.87333606812862,Truck,Rain,City Roads,Minor,Thursday,July,11,0
2024-06-21,09:41,Thudiyalur,10.977435706496856,76.87362788535988,Truck,Clear,National Highway,Fatal,Friday,June,9,1
2024-12-08,23:48,Brookefields,11.060361905952018,77.00391624376803,Truck,Clear,Village Roads,Serious,Sunday,December,23,0
2024-12-13,03:24,Avinashi Road,10.963651588756024,77.04324213013076,Pedestrian,Cloudy,State Highway,Serious,Friday,December,3,0
2024-07-26,13:03,Singanallur,11.015561734317686,77.00472355045974,Two-Wheeler,Clear,State Highway,Serious,Friday,July,13,0
2024-03-25,17:10,Avinashi Road,10.989399835748667,76.87902124477154,Two-Wheeler,Rain,State Highway,Minor,Monday,March,17,0
2024-08-27,03:41,Cross Cut Road,10.97295127160078,76.92934740519436,Two-Wheeler,Rain,State Highway,Serious,Tuesday,August,3,0
2024-03-06,20:54,Cross Cut Road,11.097701518023085,77.02646606180872,Two-Wheeler,Cloudy,State Highway,Fatal,Wednesday,March,20,1
2024-11-14,23:58,Pollachi Road,11.058193601307313,77.04661372377305,Truck,Clear,State Highway,Fatal,Thursday,November,23,1
2024-09-30,01:57,Cross Cut Road,10.958617264269494,76.97118336833852,Car/SUV,Clear,State Highway,Minor,Monday,September,1,0
2024-01-14,20:30,Thudiyalur,10.956017358804141,76.85613569829285,Two-Wheeler,Clear,National Highway,Serious,Sunday,January,20,0
2024-07-20,09:43,Singanallur,11.081024694130475,76.86817698732325,Truck,Clear,State Highway,Fatal,Saturday,July,9,1
2024-10-30,23:36,Cross Cut Road,10.996017235909322,76.96292060807623,Two-Wheeler,Clear,State Highway,Minor,Wednesday,October,23,0
2024-10-15,15:59,Pollachi Road,11.090783246501308,77.02522371932885,Car/SUV,Clear,State Highway,Fatal,Tuesday,October,15,1
2024-12-05,18:13,Avinashi Road,11.03062044628311,77.05176989963009,Truck,Clear,State Highway,Fatal,Thursday,December,18,1
2024-01-14,17:52,Periyanaickenpalayam,11.015602264288779,76.91972859782469,Auto-Rickshaw,Cloudy,National Highway,Serious,Sunday,January,17,0
2024-02-12,12:19,Mettupalayam Road,11.027157037475362,76.92880476848708,Truck,Clear,State Highway,Serious,Monday,February,12,0
2024-11-25,06:36,Cross Cut Road,11.048767684237383,76.99166043407608,Car/SUV,Clear,National Highway,Minor,Monday,November,6,0
2024-08-07,19:43,Trichy Road,11.02994140956428,77.01511306053148,Bus,Clear,State Highway,Fatal,Wednesday,August,19,1
2024-03-10,22:24,Karamadai,11.053276720277925,76.95975027646979,Bus,Cloudy,State Highway,Serious,Sunday,March,22,0
2024-08-24,18:50,Race Course Road,11.02982804675032,76.9761235277396,Auto-Rickshaw,Clear,State Highway,Fatal,Saturday,August,18,1
2024-04-03,23:05,Sathy Road,10.929872125000006,76.90022831144718,Two-Wheeler,Clear,State Highway,Serious,Wednesday,April,23,0
2024-01-26,16:03,Sathy Road,10.942449278977474,76.93486247676788,Two-Wheeler,Rain,State Highway,Serious,Friday,January,16,0
2024-05-13,06:53,Pollachi Road,10.92980986428176,76.96345858866626,Two-Wheeler,Clear,National Highway,Minor,Monday,May,6,0
2024-07-13,04:49,Mettupalayam Road,10.968724896141236,76.94792055402387,Two-Wheeler,Clear,City Roads,Minor,Saturday,July,4,0
2024-06-16,17:25,Karanampettai,11.030780658137022,76.88474015731833,Bus,Clear,National Highway,Serious,Sunday,June,17,0
2024-04-18,22:01,Brookefields,10.96239303504378,77.0443779817355,Truck,Rain,State Highway,Fatal,Thursday,April,22,1
2024-08-20,16:31,Singanallur,11.021415991903691,77.02324333091215,Two-Wheeler,Clear,State Highway,Minor,Tuesday,August,16,0
2024-06-16,11:24,Peelamedu,11.073250541726244,76.9557665330052,Truck,Fog,State Highway,Serious,Sunday,June,11,0
2024-06-21,14:37,Cross Cut Road,10.955170309543114,76.9469569061092,Two-Wheeler,Clear,City Roads,Serious,Friday,June,14,0
2024-07-13,15:49,Singanallur,11.052395743392584,76.97609308271913,Two-Wheeler,Clear,State Highway,Serious,Saturday,July,15,0
2024-05-22,15:45,Pollachi Road,11.11519027072461,76.88497413971879,Two-Wheeler,Rain,State Highway,Serious,Wednesday,May,15,0
2024-08-03,02:09,Peelamedu,11.055397163077792,76.98887014085221,Truck,Clear,National Highway,Minor,Saturday,August,2,0
2024-05-09,14:09,Race Course Road,11.023388303468312,77.0160583510097,Two-Wheeler,Fog,State Highway,Minor,Thursday,May,14,0
2024-02-11,19:23,Cross Cut Road,10.967384214449943,76.99639336190573,Truck,Clear,National Highway,Fatal,Sunday,February,19,1
2024-08-28,06:19,Periyanaickenpalayam,11.02882319545016,76.9755760616543,Two-Wheeler,Fog,National Highway,Minor,Wednesday,August,6,0
2024-01-10,13:06,Singanallur,11.00758522473865,76.91757828535792,Two-Wheeler,Clear,State Highway,Serious,Wednesday,January,13,0
2024-10-03,06:27,Karamadai,11.10437807378041,77.05386702239602,Two-Wheeler,Clear,National Highway,Minor,Thursday,October,6,0
2024-01-27,14:32,Thudiyalur,11.044993257261961,76.88049280253865,Auto-Rickshaw,Rain,State Highway,Minor,Saturday,January,14,0
2024-06-28,12:05,Thudiyalur,11.105414844754383,77.05516972088765,Car/SUV,Rain,State Highway,Serious,Friday,June,12,0
2024-04-24,09:38,Peelamedu,10.927172559508472,76.99710445357259,Auto-Rickshaw,Clear,State Highway,Minor,Wednesday,April,9,0
2024-11-28,16:55,Brookefields,11.104551865868268,76.95145654938084,Car/SUV,Clear,National Highway,Minor,Thursday,November,16,0
2024-02-05,13:26,Pollachi Road,11.003309634322436,77.02153746087507,Auto-Rickshaw,Clear,National Highway,Serious,Monday,February,13,0
2024-11-29,12:46,Trichy Road,11.115821295319313,76.95480510503575,Two-Wheeler,Clear,City Roads,Minor,Friday,November,12,0
2024-01-21,21:36,Pollachi Road,10.971607119252857,76.99662809532656,Auto-Rickshaw,Clear,State Highway,Fatal,Sunday,January,21,1
2024-01-16,17:24,Cross Cut Road,11.052834695086323,76.93114172543706,Car/SUV,Clear,Village Roads,Serious,Tuesday,January,17,0
2024-05-06,07:19,Race Course Road,11.0101173455232,77.0520285590324,Auto-Rickshaw,Fog,State Highway,Fatal,Monday,May,7,1
2024-04-12,09:04,Peelamedu,10.9890943686206,76.92242890933856,Two-Wheeler,Clear,State Highway,Fatal,Friday,April,9,1
2024-01-11,07:26,Karamadai,11.068604342930712,77.02137693886274,Two-Wheeler,Clear,Village Roads,Serious,Thursday,January,7,0
2024-11-14,09:23,Singanallur,11.093560488333136,76.89792261713754,Two-Wheeler,Clear,State Highway,Minor,Thursday,November,9,0
2024-03-19,09:46,Trichy Road,10.961709641216643,77.00233162052398,Auto-Rickshaw,Rain,City Roads,Minor,Tuesday,March,9,0
2024-05-02,17:39,Mettupalayam Road,10.972386606142509,77.01788373043696,Two-Wheeler,Clear,State Highway,Fatal,Thursday,May,17,1
2024-03-05,06:08,Sathy Road,11.000812413818256,76.99588148273189,Two-Wheeler,Clear,State Highway,Minor,Tuesday,March,6,0
2024-08-30,10:21,Periyanaickenpalayam,11.006572299403313,76.86631326084607,Two-Wheeler,Clear,State Highway,Minor,Friday,August,10,0
2024-12-08,19:51,Karamadai,10.917831856822756,77.0288863791347,Car/SUV,Clear,City Roads,Fatal,Sunday,December,19,1
2024-02-28,19:21,Pollachi Road,10.955721627901056,76.89160404647704,Auto-Rickshaw,Clear,National Highway,Serious,Wednesday,February,19,0
2024-10-15,14:38,Periyanaickenpalayam,10.933161780285982,76.95330093032031,Car/SUV,Cloudy,National Highway,Minor,Tuesday,October,14,0
2024-04-21,07:38,Gandhipuram,11.031163923382271,76.93416157277092,Two-Wheeler,Rain,State Highway,Serious,Sunday,April,7,0
2024-08-26,21:30,Periyanaickenpalayam,10.921874387774265,77.05267790843101,Truck,Rain,State Highway,Serious,Monday,August,21,0
2024-12-24,10:20,Peelamedu,11.0642888357902,76.98765006218012,Truck,Clear,State Highway,Minor,Tuesday,December,10,0
2024-05-11,11:40,Gandhipuram,11.112419122221393,77.02550364922165,Car/SUV,Cloudy,State Highway,Minor,Saturday,May,11,0
2024-07-07,14:50,Race Course Road,11.001564051374459,77.05401264299984,Car/SUV,Fog,State Highway,Fatal,Sunday,July,14,1
2024-03-26,10:17,Mettupalayam Road,10.931688073380284,76.96538858190817,Two-Wheeler,Clear,State Highway,Fatal,Tuesday,March,10,1
2024-11-06,19:23,Avinashi Road,10.9667968323065,76.92328202953105,Car/SUV,Clear,City Roads,Serious,Wednesday,November,19,0
2024-11-06,08:12,Avinashi Road,10.94969631505195,76.99137973723623,Two-Wheeler,Clear,State Highway,Serious,Wednesday,November,8,0
2024-02-28,17:11,Gandhipuram,10.978961171529955,77.05386285999462,Two-Wheeler,Clear,State Highway,Fatal,Wednesday,February,17,1
2024-03-24,20:01,Karanampettai,11.041998937394164,77.00734283701087,Truck,Rain,State Highway,Minor,Sunday,March,20,0
2024-06-08,22:45,Cross Cut Road,10.936145219474842,76.93401261893484,Two-Wheeler,Clear,National Highway,Minor,Saturday,June,22,0
2024-02-25,10:53,Race Course Road,11.012793284034652,76.96136888688616,Truck,Clear,National Highway,Serious,Sunday,February,10,0
2024-10-23,19:43,Cross Cut Road,11.078411814832723,76.91240797399634,Car/SUV,Clear,City Roads,Serious,Wednesday,October,19,0
2024-01-14,14:19,Mettupalayam Road,11.035306154115828,76.99507526313522,Truck,Clear,State Highway,Serious,Sunday,January,14,0
2024-06-08,11:09,Gandhipuram,11.042059421669038,76.89481843533085,Two-Wheeler,Clear,State Highway,Fatal,Saturday,June,11,1
2024-10-21,19:04,Sathy Road,10.983660507190983,77.02705044397713,Car/SUV,Clear,State Highway,Fatal,Monday,October,19,1
2024-12-12,14:30,Thudiyalur,10.966881894169976,76.93455449075896,Car/SUV,Cloudy,State Highway,Fatal,Thursday,December,14,1
2024-07-11,17:32,Mettupalayam Road,10.938368130662406,76.8819801366857,Two-Wheeler,Clear,State Highway,Minor,Thursday,July,17,0
2024-07-22,23:26,Trichy Road,10.964471842513685,77.00625329599272,Pedestrian,Clear,City Roads,Minor,Monday,July,23,0
2024-04-11,16:44,Brookefields,10.984960393584545,76.97187673595228,Two-Wheeler,Clear,National Highway,Serious,Thursday,April,16,0
2024-02-08,23:38,Peelamedu,10.9276865720356,77.01681435728985,Two-Wheeler,Clear,State Highway,Minor,Thursday,February,23,0
2024-10-30,15:06,Pollachi Road,10.983517691003792,77.02576194412495,Two-Wheeler,Clear,National Highway,Minor,Wednesday,October,15,0
2024-12-19,20:42,Avinashi Road,11.075622223896897,76.99771750631344,Two-Wheeler,Clear,State Highway,Serious,Thursday,December,20,0
2024-11-17,11:39,Periyanaickenpalayam,11.10550951544182,76.94730650002752,Two-Wheeler,Clear,City Roads,Serious,Sunday,November,11,0
2024-05-04,05:43,Race Course Road,11.071949894356674,76.88853889359407,Two-Wheeler,Clear,National Highway,Minor,Saturday,May,5,0
2024-02-22,16:50,Periyanaickenpalayam,11.040713311121657,76.88331219189448,Bus,Clear,City Roads,Fatal,Thursday,February,16,1
2024-12-22,12:06,Race Course Road,11.069619714092717,76.99499110519058,Two-Wheeler,Clear,National Highway,Fatal,Sunday,December,12,1
2024-06-03,11:47,Trichy Road,11.041869751510704,76.91401631386461,Truck,Clear,State Highway,Fatal,Monday,June,11,1
2024-12-16,17:44,Pollachi Road,11.032586893851796,76.88476457643772,Car/SUV,Clear,National Highway,Minor,Monday,December,17,0
2024-11-03,16:23,Sathy Road,10.933906939814278,76.8994272946065,Two-Wheeler,Clear,State Highway,Fatal,Sunday,November,16,1
2024-03-02,14:37,Karamadai,10.92893738905894,77.0054765035326,Truck,Clear,National Highway,Minor,Saturday,March,14,0
2024-10-16,18:22,Pollachi Road,10.923468735112838,77.00286377931123,Two-Wheeler,Clear,State Highway,Serious,Wednesday,October,18,0
2024-01-22,22:06,Race Course Road,10.979455886843926,76.85762650292251,Two-Wheeler,Clear,State Highway,Serious,Monday,January,22,0
2024-06-26,09:07,Sathy Road,11.08633842892254,77.00099150235674,Two-Wheeler,Rain,City Roads,Minor,Wednesday,June,9,0
2024-09-29,20:09,Avinashi Road,10.92980564375914,76.97093641938856,Car/SUV,Clear,National Highway,Serious,Sunday,September,20,0
2024-08-07,10:29,Brookefields,10.94230715813339,76.99146356120333,Two-Wheeler,Rain,State Highway,Serious,Wednesday,August,10,0
2024-12-04,20:30,Karanampettai,11.10062315755246,77.0534968375719,Bus,Clear,State Highway,Minor,Wednesday,December,20,0
2024-07-08,09:28,Periyanaickenpalayam,11.005183680663688,76.88532109184348,Two-Wheeler,Clear,State Highway,Fatal,Monday,July,9,1
2024-02-05,19:20,Singanallur,10.9770942148011,77.04587963088557,Two-Wheeler,Clear,State Highway,Serious,Monday,February,19,0
2024-09-16,00:51,Gandhipuram,11.042037042355297,76.9412222128979,Truck,Clear,State Highway,Serious,Monday,September,0,0
2024-11-27,18:54,Gandhipuram,10.929958051821332,77.02413201820883,Car/SUV,Clear,National Highway,Minor,Wednesday,November,18,0
2024-06-23,09:43,Thudiyalur,11.052312891494914,77.04099706734468,Two-Wheeler,Clear,State Highway,Fatal,Sunday,June,9,1
2024-01-07,20:15,Peelamedu,11.02865161032111,76.87500954638061,Auto-Rickshaw,Clear,State Highway,Fatal,Sunday,January,20,1
2024-08-03,17:10,Cross Cut Road,10.975783354046836,77.05063175199311,Pedestrian,Clear,State Highway,Serious,Saturday,August,17,0
2024-09-07,10:29,Thudiyalur,10.993091096809033,76.89172657587686,Two-Wheeler,Clear,City Roads,Minor,Saturday,September,10,0
2024-02-24,10:40,Sathy Road,10.935966050281081,76.86629442308745,Auto-Rickshaw,Clear,State Highway,Fatal,Saturday,February,10,1
2024-08-09,08:42,Mettupalayam Road,11.067192671542031,77.05185535196577,Two-Wheeler,Clear,State Highway,Fatal,Friday,August,8,1
2024-07-04,12:47,Brookefields,10.96342239680377,76.98581956096065,Two-Wheeler,Cloudy,State Highway,Fatal,Thursday,July,12,1
2024-11-21,15:28,Mettupalayam Road,11.036715170650892,76.97447847805294,Auto-Rickshaw,Clear,State Highway,Serious,Thursday,November,15,0
2024-08-23,16:00,Mettupalayam Road,11.048744806313527,77.04974539467777,Auto-Rickshaw,Rain,State Highway,Minor,Friday,August,16,0
2024-12-28,18:17,Peelamedu,10.918921309121567,76.9811945093193,Two-Wheeler,Clear,State Highway,Serious,Saturday,December,18,0
2024-03-19,18:36,Peelamedu,10.993584004962756,76.93659879916459,Two-Wheeler,Clear,State Highway,Serious,Tuesday,March,18,0
2024-08-10,08:11,Singanallur,11.075832935542026,76.86259856556475,Truck,Cloudy,State Highway,Serious,Saturday,August,8,0
2024-03-31,09:29,Trichy Road,11.092787633496837,76.90397108422017,Two-Wheeler,Rain,State Highway,Minor,Sunday,March,9,0
2024-09-24,08:55,Trichy Road,11.040646110852476,76.95352517875237,Truck,Clear,State Highway,Serious,Tuesday,September,8,0
2024-11-29,14:20,Brookefields,10.984723294977726,76.9933968211832,Car/SUV,Rain,State Highway,Minor,Friday,November,14,0
2024-05-18,17:25,Thudiyalur,11.104316970449352,77.04671107274962,Two-Wheeler,Rain,State Highway,Fatal,Saturday,May,17,1
2024-11-11,16:22,Periyanaickenpalayam,11.073385827508528,76.98635939338386,Two-Wheeler,Clear,State Highway,Fatal,Monday,November,16,1
2024-10-02,20:11,Pollachi Road,11.007615352674145,76.93087432814814,Truck,Clear,State Highway,Minor,Wednesday,October,20,0
2024-09-04,20:51,Periyanaickenpalayam,10.982438733786067,76.99415896997327,Two-Wheeler,Clear,State Highway,Serious,Wednesday,September,20,0
2024-08-26,11:37,Peelamedu,10.955296263486156,77.01486504194548,Auto-Rickshaw,Clear,National Highway,Minor,Monday,August,11,0
2024-08-11,06:20,Mettupalayam Road,10.937337930745317,76.9875037702942,Two-Wheeler,Clear,State Highway,Minor,Sunday,August,6,0
2024-10-30,07:07,Race Course Road,11.035835021533519,77.01134616222333,Car/SUV,Clear,State Highway,Minor,Wednesday,October,7,0
2024-05-17,08:09,Mettupalayam Road,10.930308894432912,77.02877915789216,Two-Wheeler,Rain,State Highway,Serious,Friday,May,8,0
2024-06-14,16:38,Peelamedu,11.074683284748762,76.98586218728735,Pedestrian,Clear,State Highway,Minor,Friday,June,16,0
2024-05-05,07:27,Trichy Road,10.955522908354357,76.91084320805122,Truck,Clear,State Highway,Minor,Sunday,May,7,0
2024-02-14,08:34,Brookefields,11.031442426559302,76.98643909477758,Truck,Clear,State Highway,Fatal,Wednesday,February,8,1
2024-05-22,20:59,Cross Cut Road,11.04427274713054,76.92926461118996,Two-Wheeler,Clear,State Highway,Serious,Wednesday,May,20,0
2024-08-18,23:10,Mettupalayam Road,10.968057220440196,76.87980007712338,Truck,Clear,State Highway,Minor,Sunday,August,23,0
2024-05-04,12:11,Periyanaickenpalayam,11.001001400699316,76.87232739811249,Two-Wheeler,Clear,National Highway,Fatal,Saturday,May,12,1
2024-08-25,10:39,Pollachi Road,11.061724607307987,76.95364368819207,Two-Wheeler,Fog,State Highway,Serious,Sunday,August,10,0
2024-10-18,02:00,Periyanaickenpalayam,11.005724862721449,76.98955844196747,Car/SUV,Clear,State Highway,Serious,Friday,October,2,0
2024-11-08,12:52,Singanallur,10.965430495574582,76.95774969955822,Car/SUV,Clear,State Highway,Serious,Friday,November,12,0
2024-12-08,14:32,Pollachi Road,11.076205116802559,76.86040535226293,Two-Wheeler,Clear,State Highway,Serious,Sunday,December,14,0
2024-07-13,16:43,Avinashi Road,10.928898236572266,76.97039638176463,Truck,Rain,State Highway,Minor,Saturday,July,16,0
2024-06-21,14:53,Trichy Road,10.979133371616188,76.97032611309214,Car/SUV,Cloudy,State Highway,Fatal,Friday,June,14,1
2024-01-15,12:05,Trichy Road,11.003969625629672,76.91054496140141,Two-Wheeler,Clear,National Highway,Fatal,Monday,January,12,1
